song_name,duration,artist,album,album_cover,played_at
Closing Time,274160,Semisonic,20th Century Masters: The Millennium Collection: Best Of Semisonic,https://i.scdn.co/image/ab67616d0000b273dec0d479b10bccff532074ed,2022-06-22T14:36:30.416Z
Style,231000,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-06-22T06:02:21.089Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-22T06:01:01.671Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-22T05:57:47.216Z
Ley del Hielo,212558,Canserbero,Vida,https://i.scdn.co/image/ab67616d0000b2730f38ea3b0b59d4b59b4da2e6,2022-06-22T04:11:39.282Z
Como Antes,230577,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-22T04:00:42.258Z
Si Estuviésemos Juntos,169247,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-22T03:56:51.455Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-22T03:54:02.342Z
Dear John,403887,Taylor Swift,Speak Now (Deluxe Package),https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,2022-06-22T03:50:33.661Z
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),613026,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-06-22T03:43:49.383Z
Our Song,201106,Taylor Swift,Taylor Swift,https://i.scdn.co/image/ab67616d0000b273c909d4e47de2ab0636f46d64,2022-06-22T01:54:00.012Z
Teardrops On My Guitar - Radio Single Remix,203040,Taylor Swift,Taylor Swift,https://i.scdn.co/image/ab67616d0000b273c909d4e47de2ab0636f46d64,2022-06-22T01:50:37.769Z
Tim McGraw,232106,Taylor Swift,Taylor Swift,https://i.scdn.co/image/ab67616d0000b273c909d4e47de2ab0636f46d64,2022-06-22T01:47:00.833Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-22T01:42:48.991Z
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),245426,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-06-22T01:03:42.112Z
willow,214706,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-21T23:50:57.528Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-06-21T23:47:22.609Z
Por Besarte,217400,LU,Lu,https://i.scdn.co/image/ab67616d0000b2734c43fbcf18d000bd2a33d065,2022-06-21T23:42:52.885Z
Sign,236426,FLOW,MICROCOSM,https://i.scdn.co/image/ab67616d0000b273206dcb32282da4c6a778d073,2022-06-21T23:38:56.080Z
Infinity,237720,Jaymes Young,Feel Something,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,2022-06-21T23:34:59.529Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-21T23:31:01.383Z
Glimpse of Us,233456,Joji,Glimpse of Us,https://i.scdn.co/image/ab67616d0000b273f798d46201c266747be5db2e,2022-06-21T23:27:03.547Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-06-21T23:16:34.222Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-06-21T23:06:50.716Z
My Hero,258973,Foo Fighters,Greatest Hits,https://i.scdn.co/image/ab67616d0000b273136d7250568820409f8fdd60,2022-06-21T17:00:36.540Z
Aqui Sigo - Live,230402,Los Mesoneros,10 Años de Indeleble (Live),https://i.scdn.co/image/ab67616d0000b2734a885b1b88e1be597247ca76,2022-06-21T16:56:17.402Z
Sleep On The Floor,211851,The Lumineers,Cleopatra,https://i.scdn.co/image/ab67616d0000b273e4c3db3e7ebfc22bc080f334,2022-06-21T16:36:26.649Z
Kiss It Better,253080,Rihanna,ANTI (Deluxe),https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,2022-06-24T01:40:23.923Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-24T01:28:13.199Z
Viva La Vida,242373,Coldplay,Viva La Vida or Death and All His Friends,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,2022-06-24T01:22:26.302Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-24T01:18:23.475Z
Wonderwall - Remastered,258773,Oasis,(What's The Story) Morning Glory? [Remastered],https://i.scdn.co/image/ab67616d0000b27385e5dcc05cc216a10f141480,2022-06-23T22:58:35.556Z
Dancing With Your Ghost,197732,Sasha Alex Sloan,Dancing With Your Ghost,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c,2022-06-23T20:57:31.392Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-23T20:57:18.413Z
Glimpse of Us,233456,Joji,Glimpse of Us,https://i.scdn.co/image/ab67616d0000b273f798d46201c266747be5db2e,2022-06-23T20:28:36.793Z
You Belong With Me (Taylor’s Version),231124,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-23T19:43:53.213Z
gold rush,185320,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-23T19:41:28.774Z
Strawberries & Cigarettes,201538,Troye Sivan,Strawberries & Cigarettes,https://i.scdn.co/image/ab67616d0000b273c9eb4c87e1d7f5353908b712,2022-06-23T19:08:13.532Z
Strawberries & Cigarettes,201538,Troye Sivan,Strawberries & Cigarettes,https://i.scdn.co/image/ab67616d0000b273c9eb4c87e1d7f5353908b712,2022-06-23T19:08:07.239Z
Turning Tables,250000,Adele,21,https://i.scdn.co/image/ab67616d0000b2731c88166762f2e18f8f23c6f1,2022-06-23T19:05:38.171Z
lovely (with Khalid),200185,Billie Eilish,lovely (with Khalid),https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,2022-06-23T19:01:05.826Z
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),613026,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-06-23T18:57:21.139Z
Falling Autumn,225453,alayna,Falling Autumn,https://i.scdn.co/image/ab67616d0000b2737bddf01b3ce6913d7e7c5737,2022-06-23T18:47:07.375Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-06-23T18:43:21.562Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-06-23T18:12:25.235Z
willow,214706,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-23T16:57:30.013Z
Ours,238173,Taylor Swift,Speak Now (Deluxe Package),https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,2022-06-23T16:49:26.952Z
Teach Me How To Love,202356,Shawn Mendes,Wonder,https://i.scdn.co/image/ab67616d0000b27337a5a19e52f8260b3b158e55,2022-06-23T16:45:29.169Z
Your Power,245896,Billie Eilish,Happier Than Ever,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2022-06-23T16:42:05.915Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-06-23T16:37:59.419Z
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),613026,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-06-23T16:34:12.605Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-23T16:23:46.977Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-06-23T16:18:34.785Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-06-23T08:05:34.591Z
Good Life,207000,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-06-23T07:38:16.746Z
Don't Go Yet,164842,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-23T05:26:11.783Z
Reset,191075,LAGOS,Clásicos,https://i.scdn.co/image/ab67616d0000b2730d946b06dd7f6b3488d2a013,2022-06-23T05:23:38.357Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-23T05:18:12.832Z
Mean,237746,Taylor Swift,Speak Now (Deluxe Package),https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,2022-06-23T05:12:19.704Z
Good Life,207000,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-06-23T03:57:19.225Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-23T02:00:15.028Z
Good Life,207000,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-06-23T00:08:25.036Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-25T03:12:50.713Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-25T03:05:30.468Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-25T03:01:13.151Z
Demasiadas Mujeres,153960,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-25T02:52:49.496Z
The A Team,258373,Ed Sheeran,+,https://i.scdn.co/image/ab67616d0000b273ed139c2e0e3681cc2d35e256,2022-06-25T01:51:51.363Z
Viva La Vida,242373,Coldplay,Viva La Vida or Death and All His Friends,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,2022-06-25T01:30:29.489Z
Los Malaventurados No Lloran,207786,PXNDX,Amantes Sunt Amentes,https://i.scdn.co/image/ab67616d0000b273bcf00b6bf2045d79c5520334,2022-06-25T01:25:57.815Z
Ingobernable,187053,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-25T01:15:29.477Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-25T01:11:59.573Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-25T01:09:23.070Z
La Santa,206420,Bad Bunny,YHLQMDLG,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2022-06-25T01:02:08.712Z
Yonaguni,206710,Bad Bunny,Yonaguni,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2022-06-25T00:58:34.632Z
Red (Taylor's Version),223093,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-06-25T00:54:30.586Z
Style,231000,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-06-25T00:49:35.644Z
You Belong With Me (Taylor’s Version),231124,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-25T00:45:19.994Z
Ours,238173,Taylor Swift,Speak Now (Deluxe Package),https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,2022-06-25T00:41:32.484Z
We Are Never Ever Getting Back Together (Taylor's Version),193146,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-06-25T00:37:40.709Z
Wildest Dreams,220440,Taylor Swift,1989,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72,2022-06-25T00:34:01.026Z
Polygon Dust,209466,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-25T00:30:18.558Z
Blue Lights,250454,Jorja Smith,Lost & Found,https://i.scdn.co/image/ab67616d0000b27378378dcaccec9e965e0d6351,2022-06-25T00:25:23.346Z
everything i wanted,245425,Billie Eilish,everything i wanted,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,2022-06-25T00:21:12.271Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-06-25T00:17:06.975Z
Second Nature,242149,Nicholas Britell,Don't Look Up (Soundtrack from the Netflix Film),https://i.scdn.co/image/ab67616d0000b273008a3acc7683ca1f79a8876b,2022-06-25T00:11:18.190Z
come out and play,210375,Billie Eilish,come out and play,https://i.scdn.co/image/ab67616d0000b27348a98a5a97b2cc7963016888,2022-06-24T23:40:04.482Z
you broke me first,169265,Tate McRae,you broke me first,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,2022-06-24T23:36:34.291Z
When We Were Young,290900,Adele,25,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,2022-06-24T23:33:44.939Z
Ours,238173,Taylor Swift,Speak Now (Deluxe Package),https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,2022-06-24T23:28:54.621Z
It Takes Two,159012,Fiji Blue,It Takes Two,https://i.scdn.co/image/ab67616d0000b2736cee58caa91f712f58dd5e9c,2022-06-24T23:24:56.432Z
Glimpse of Us,233456,Joji,Glimpse of Us,https://i.scdn.co/image/ab67616d0000b273f798d46201c266747be5db2e,2022-06-24T23:22:16.982Z
Style,231000,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-06-24T23:18:21.167Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-24T23:14:08.244Z
Night Moves,199613,Michi,Night Moves,https://i.scdn.co/image/ab67616d0000b273a8c5748ef0427ac22345615d,2022-06-24T23:08:31.338Z
Beyond,240600,Leon Bridges,Good Thing,https://i.scdn.co/image/ab67616d0000b273a47ee7a49c53ccdcb38dc874,2022-06-24T23:06:20.453Z
You'll Get Over It,216143,Drew Kent,It's You,https://i.scdn.co/image/ab67616d0000b2732965dcbd1237efe60170e327,2022-06-24T23:02:19.133Z
Modern Love Affair,230293,Too Close To Touch,Haven't Been Myself,https://i.scdn.co/image/ab67616d0000b273e9c6a673abedd093c35e3eae,2022-06-24T22:57:21.588Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-06-24T22:53:29.986Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-06-24T22:47:48.282Z
Mundo de Piedra,284813,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-24T21:00:17.881Z
Sunflower,252230,Rex Orange County,Sunflower,https://i.scdn.co/image/ab67616d0000b27315f4cfd072793fa7532e674a,2022-06-24T17:59:29.986Z
Sea Of Voices,298980,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-24T17:51:30.042Z
Goodbye To A World,328506,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-24T17:46:50.406Z
Polygon Dust,209466,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-24T17:10:41.284Z
Flicker,279000,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-24T17:07:11.655Z
Goodbye To A World,328506,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-24T17:02:32.555Z
Years Of War,236053,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-24T16:52:34.693Z
Signs,279853,Bloc Party,Intimacy,https://i.scdn.co/image/ab67616d0000b273ec9c2d39da3e670dfd0cf8a2,2022-06-25T04:29:04.437Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-06-25T04:28:11.270Z
I Just Can't Stop Loving You,251906,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",https://i.scdn.co/image/ab67616d0000b273d0593178c6c2594693ee34b7,2022-06-25T03:13:00.974Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-25T23:36:42.855Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-25T23:30:35.432Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-25T23:24:32.839Z
Look at the Sky,309985,Porter Robinson,Nurture,https://i.scdn.co/image/ab67616d0000b2737d6ac8b4a84ad4b342050d87,2022-06-25T23:20:16.269Z
Something Comforting,281974,Porter Robinson,Nurture,https://i.scdn.co/image/ab67616d0000b2737d6ac8b4a84ad4b342050d87,2022-06-25T23:17:53.781Z
Goodbye To A World,328506,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-25T23:10:48.411Z
Second Nature,242149,Nicholas Britell,Don't Look Up (Soundtrack from the Netflix Film),https://i.scdn.co/image/ab67616d0000b273008a3acc7683ca1f79a8876b,2022-06-25T19:12:27.883Z
Come to Your Senses,265800,Musical Cast Recording,"tick, tick...BOOM!",https://i.scdn.co/image/ab67616d0000b273a8f1e2aa93f346ec0c360dd0,2022-06-26T03:27:10.825Z
Vidro Moyou (Waiting In The Summer),136000,Bobu Sama,Anime Guitar Compilation,https://i.scdn.co/image/ab67616d0000b2733c8e49702ac859c0ed5151a0,2022-06-26T03:23:26.548Z
I Ain't Worried,148485,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,2022-06-26T03:15:42.549Z
Master Of Puppets,515386,Metallica,Master Of Puppets (Remastered),https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20,2022-06-26T03:09:04.914Z
The Unforgiven,386493,Metallica,Metallica,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802,2022-06-26T02:37:55.725Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-26T02:31:30.704Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-26T02:20:37.593Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-06-26T02:18:25.627Z
Liar Liar,238853,Avicii,True (Bonus Edition),https://i.scdn.co/image/ab67616d0000b273c3760c26cc5374ddbd9fd530,2022-06-26T06:58:37.933Z
Polygon Dust,209466,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-26T06:54:38.761Z
Phoenix Rising,228546,Annihilator,Set The World On Fire,https://i.scdn.co/image/ab67616d0000b273109ac57814063b50cfa8b772,2022-06-26T06:36:13.866Z
Fall from Grace,313523,Morbid Angel,Blessed Are the Sick (Full Dynamic Range Edition),https://i.scdn.co/image/ab67616d0000b273b67c056b95116fd4a9135762,2022-06-26T06:32:24.620Z
Engel,264266,Rammstein,Sehnsucht,https://i.scdn.co/image/ab67616d0000b27397ea8cd106d06260c2c76cd6,2022-06-26T06:27:11.341Z
"Seek & Destroy - Live At The Lyceum Theatre, London, UK / December 20th, 1984",423078,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-26T06:23:08.629Z
"Motorbreath - Live At The Hollywood Palladium, Los Angeles, CA / March 10th, 1985",198589,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-26T06:17:23.681Z
For Whom The Bell Tolls - Remastered,309973,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-26T06:14:04.590Z
Rush Over Me,259555,Various Artists,Rush Over Me,https://i.scdn.co/image/ab67616d0000b273d60e5cac1691f8b02a6351e7,2022-06-26T07:30:28.477Z
Don’t Leave,169106,Seven Lions,Don't Leave,https://i.scdn.co/image/ab67616d0000b273deb0fea87ac042df8f4fdaed,2022-06-26T07:26:08.334Z
X You - Vocal Radio Edit,215733,Avicii,X You (Vocal Radio Edit),https://i.scdn.co/image/ab67616d0000b273750ab9b95b7afd555d8aee23,2022-06-26T07:19:45.639Z
Hey Brother,255093,Avicii,True (Bonus Edition),https://i.scdn.co/image/ab67616d0000b273c3760c26cc5374ddbd9fd530,2022-06-26T07:16:10.220Z
All You Need Is Love,381120,Avicii,True (Bonus Edition),https://i.scdn.co/image/ab67616d0000b273c3760c26cc5374ddbd9fd530,2022-06-26T07:11:53.966Z
Kids (with Miranda Glory),260920,LIONE,Kids (with Miranda Glory),https://i.scdn.co/image/ab67616d0000b2733e52b1df3773547b0dc745a2,2022-06-26T07:05:32.666Z
Nirvana,152413,Madeon,Good Faith,https://i.scdn.co/image/ab67616d0000b273dc384e6d13983fe1cd415ade,2022-06-26T07:01:11.256Z
Cámara,228280,Siddhartha,Únicos,https://i.scdn.co/image/ab67616d0000b27330b531f6856407232b5de5eb,2022-07-01T02:29:05.417Z
Stop Crying Your Heart Out,303133,Oasis,Heathen Chemistry,https://i.scdn.co/image/ab67616d0000b273f687135853a4488b2178d0bf,2022-07-01T02:25:16.370Z
Let There Be Love,331653,Oasis,Don't Believe The Truth,https://i.scdn.co/image/ab67616d0000b273c9048a825ef38953951d01a4,2022-07-01T01:20:51.375Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-07-01T01:20:15.069Z
One,447440,Metallica,...And Justice For All,https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7,2022-07-01T01:13:16.717Z
Separate Ways (Worlds Apart),323706,Journey,Frontiers,https://i.scdn.co/image/ab67616d0000b273b9021ad16733196aacf253c1,2022-07-01T01:05:49.179Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-07-01T01:00:24.937Z
Goodbye To A World,328506,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-07-01T00:55:09.771Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-07-01T00:49:40.929Z
The A Team,258373,Ed Sheeran,+,https://i.scdn.co/image/ab67616d0000b273ed139c2e0e3681cc2d35e256,2022-07-01T00:47:28.914Z
Overthinker,268000,INZO,Overthinker,https://i.scdn.co/image/ab67616d0000b2733f1c8242d392001f31536e8b,2022-06-30T21:23:53.971Z
I Have Questions,221881,Camila Cabello,I Have Questions,https://i.scdn.co/image/ab67616d0000b27399ef7c61426d0cc5ed1529a8,2022-06-30T21:19:25.739Z
Vente,250000,Technicolor Fabrics,Vente,https://i.scdn.co/image/ab67616d0000b27376ba79daa6157b2dc5e319b7,2022-06-30T21:15:43.624Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-06-30T21:11:33.708Z
Silhouettes - Original Radio Edit,211880,Avicii,Silhouettes,https://i.scdn.co/image/ab67616d0000b273013a8b3d2a0a8028622ffd5c,2022-06-30T21:04:39.046Z
Levels - Radio Edit,199906,Avicii,Levels,https://i.scdn.co/image/ab67616d0000b273ffb343926530168be4724dd4,2022-06-30T21:01:06.953Z
Stop Crying Your Heart Out,303133,Oasis,Heathen Chemistry,https://i.scdn.co/image/ab67616d0000b273f687135853a4488b2178d0bf,2022-06-30T16:57:55.227Z
You Only Live Once,189226,The Strokes,First Impressions Of Earth,https://i.scdn.co/image/ab67616d0000b2736898a982ff3c6049ba52586c,2022-06-30T14:51:49.715Z
Cámara,228280,Siddhartha,Únicos,https://i.scdn.co/image/ab67616d0000b27330b531f6856407232b5de5eb,2022-06-30T14:50:29.719Z
00:00,215251,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2736db7ea56bc4024581bb5bf0b,2022-06-30T14:43:10.222Z
One,447440,Metallica,...And Justice For All,https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7,2022-06-30T06:48:42.437Z
One,447440,Metallica,...And Justice For All,https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7,2022-06-30T06:45:11.845Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-30T06:36:21.268Z
Cómo Es Posible Que a Mi Lado,256186,Luis Miguel,Grandes Éxitos,https://i.scdn.co/image/ab67616d0000b273f51c3ac4705ac687f7745f94,2022-06-30T04:03:27.068Z
School,335286,Supertramp,Crime Of The Century (Remastered),https://i.scdn.co/image/ab67616d0000b27389d7032603b62e9aedb03fa2,2022-06-30T03:45:51.744Z
