song_name,duration,artist,album,album_cover,played_at
Cámara,228280,Siddhartha,Únicos,https://i.scdn.co/image/ab67616d0000b27330b531f6856407232b5de5eb,2022-06-30T03:25:30.809Z
Una Noche Tranquila,279133,Siddhartha,Únicos,https://i.scdn.co/image/ab67616d0000b27330b531f6856407232b5de5eb,2022-06-30T00:29:01.824Z
00:00,215251,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-06-30T00:23:48.677Z
Cada Vez Que Vuelvas (Cap. 4),218793,Siddhartha,MEMORIA FUTURO,https://i.scdn.co/image/ab67616d0000b27314590d27fe98d0f4d8f344ed,2022-06-30T00:20:12.835Z
Náufrago,250636,Siddhartha,Náufrago,https://i.scdn.co/image/ab67616d0000b273e7b7157d868abef6aaf352e6,2022-06-30T00:15:01.072Z
Me Hace Falta (Cap. 2),225834,Siddhartha,MEMORIA FUTURO,https://i.scdn.co/image/ab67616d0000b27314590d27fe98d0f4d8f344ed,2022-06-30T00:09:08.515Z
Goodbye To A World,328506,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-29T23:55:17.173Z
Otra Noche en Miami,233128,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-29T23:48:52.893Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-29T23:43:57.526Z
Demasiadas Mujeres,153960,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-29T23:24:29.226Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-29T23:21:54.229Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-29T23:17:35.564Z
Separate Ways (Worlds Apart),323706,Journey,Frontiers,https://i.scdn.co/image/ab67616d0000b273b9021ad16733196aacf253c1,2022-06-29T22:22:49.010Z
The A Team,258373,Ed Sheeran,+,https://i.scdn.co/image/ab67616d0000b273ed139c2e0e3681cc2d35e256,2022-06-29T19:20:37.655Z
Stop Crying Your Heart Out,303133,Oasis,Heathen Chemistry,https://i.scdn.co/image/ab67616d0000b273f687135853a4488b2178d0bf,2022-06-29T19:16:10.365Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-06-29T19:08:53.098Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-29T18:48:44.894Z
True Love,148571,Kanye West,True Love,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,2022-06-29T17:13:08.507Z
Kiss It Better,253080,Rihanna,ANTI (Deluxe),https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,2022-06-29T17:00:36.055Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-06-29T16:56:22.763Z
Welcome Home (Sanitarium) - Remastered,387146,Metallica,Master Of Puppets (Deluxe Box Set / Remastered),https://i.scdn.co/image/ab67616d0000b27316d6f039fafd389911261ada,2022-07-03T04:12:00.320Z
State Of Grace (Taylor's Version),295413,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-07-03T02:55:27.726Z
Wildest Dreams (Taylor's Version),220433,Taylor Swift,Wildest Dreams (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273eb10050f6fe8e2783a91a4b1,2022-07-03T02:51:22.317Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-07-03T02:47:15.663Z
You Belong With Me (Taylor’s Version),231124,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-07-03T02:41:39.908Z
Tú Me Dejaste De Querer,198493,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-07-03T02:10:16.387Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-07-03T02:02:55.546Z
La Santa,206420,Bad Bunny,YHLQMDLG,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2022-07-03T01:56:45.741Z
Separate Ways (Worlds Apart),323706,Journey,Frontiers,https://i.scdn.co/image/ab67616d0000b273b9021ad16733196aacf253c1,2022-07-03T01:46:53.536Z
Elastic Heart,257200,Sia,1000 Forms Of Fear,https://i.scdn.co/image/ab67616d0000b2735d199c9f6e6562aafa5aa357,2022-07-03T01:41:13.968Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-07-03T01:34:44.943Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Remastered),https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933,2022-07-03T01:31:08.462Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-03T01:24:10.911Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-07-03T01:19:58.774Z
Separate Ways (Worlds Apart),323706,Journey,Frontiers,https://i.scdn.co/image/ab67616d0000b273b9021ad16733196aacf253c1,2022-07-03T01:10:44.389Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-07-03T00:42:07.264Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-07-03T00:38:41.316Z
False Direction,277200,Dayglow,Fuzzybrain,https://i.scdn.co/image/ab67616d0000b273ccd63af052f7e438c05f6c94,2022-07-03T00:33:37.499Z
Look After You,266773,The Fray,How To Save A Life,https://i.scdn.co/image/ab67616d0000b27359b8b957f164ce660919f1f4,2022-07-03T00:18:37.660Z
レイン,255533,SID,dead stock,https://i.scdn.co/image/ab67616d0000b2732bb56068319c9f6975447ef5,2022-07-03T00:14:00.430Z
Over My Dead Body,272573,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,2022-07-02T22:23:58.201Z
Cameras / Good Ones Go Interlude - Medley,434960,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,2022-07-02T22:22:24.170Z
Marvins Room,347226,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,2022-07-02T22:15:09.120Z
Way To Go,192146,Empire of the Sun,Two Vines,https://i.scdn.co/image/ab67616d0000b273d5e8665c0cab1fcb17104ea1,2022-07-02T18:04:03.866Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-07-02T18:00:31.878Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-02T17:54:12.238Z
Marvins Room,347226,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,2022-07-02T04:35:37.856Z
Wham Bam Shang-A-Lang,212840,Silver,Silver,https://i.scdn.co/image/ab67616d0000b27351d98ff76da5ca1f82c8cbc8,2022-07-02T02:05:58.625Z
If I Ain't Got You,228706,Alicia Keys,The Diary Of Alicia Keys,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b,2022-07-02T02:05:23.862Z
Beat It,257906,Michael Jackson,Michael Jackson's This Is It,https://i.scdn.co/image/ab67616d0000b27379b8d5f5821bddae3bc5e6a9,2022-07-02T02:01:12.609Z
Don't Stop Believin',250986,Journey,Escape,https://i.scdn.co/image/ab67616d0000b273c5653f9038e42efad2f8a266,2022-07-02T01:54:13.503Z
Complicated,244506,Avril Lavigne,Let Go,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240,2022-07-02T01:46:36.714Z
When I Look At You,248586,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-02T01:33:48.724Z
Doing It Wrong,265120,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,2022-07-02T01:26:12.517Z
Demasiadas Mujeres,153960,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-07-02T01:21:32.805Z
Lord I Need You,162108,Kanye West,Donda,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,2022-07-02T01:18:59.223Z
Pt. 2,130293,Kanye West,The Life Of Pablo,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,2022-07-02T01:10:41.984Z
Yonaguni,206710,Bad Bunny,Yonaguni,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2022-07-02T01:07:59.979Z
Famous,196040,Kanye West,The Life Of Pablo,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,2022-07-02T01:02:25.925Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-07-02T00:59:10.745Z
Sad But True,323933,Metallica,Metallica,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802,2022-07-02T00:49:40.617Z
Whiplash - Remastered,248546,Metallica,Kill 'Em All (Remastered),https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38,2022-07-02T00:39:41.432Z
Welcome Home (Sanitarium),387146,Metallica,Master Of Puppets (Remastered),https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20,2022-07-02T00:35:32.035Z
Miami Vibe,229565,Adriel Favela,Miami Vibe,https://i.scdn.co/image/ab67616d0000b2738cf4671c38b7ea93c7981d8a,2022-07-01T21:18:49.593Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-01T21:18:41.129Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-07-01T17:46:47.252Z
U With Me?,297373,Drake,Views,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2022-07-01T07:00:37.148Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-07-01T06:58:26.967Z
Si Estuviésemos Juntos,169247,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-07-01T06:52:25.198Z
Iris,289533,The Goo Goo Dolls,Dizzy up the Girl,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,2022-07-01T06:49:29.230Z
My Hero,258973,Foo Fighters,Greatest Hits,https://i.scdn.co/image/ab67616d0000b273136d7250568820409f8fdd60,2022-07-03T21:36:58.993Z
Locos,177600,León Larregui,Voluma,https://i.scdn.co/image/ab67616d0000b2732a05b124cd97397315615e22,2022-07-03T21:32:39.802Z
Don't Look Back in Anger - Remastered,289560,Oasis,(What's The Story) Morning Glory? [Remastered],https://i.scdn.co/image/ab67616d0000b27385e5dcc05cc216a10f141480,2022-07-03T21:29:41.715Z
Champagne Supernova,449333,Oasis,Stop The Clocks,https://i.scdn.co/image/ab67616d0000b273cabeb92251fe3a39c11e5bcc,2022-07-03T21:24:51.518Z
Chasing Cars,267933,Snow Patrol,Eyes Open,https://i.scdn.co/image/ab67616d0000b27315a6fad25bd729dc98799b90,2022-07-03T21:17:22.060Z
Creep,238640,Radiohead,Pablo Honey,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,2022-07-03T21:12:53.816Z
Últimos Días - En Vivo,231874,Zoé,MTV Unplugged Música De Fondo (Reissue/Live),https://i.scdn.co/image/ab67616d0000b2739abba2e4a7600af6c16988a9,2022-07-03T21:08:53.840Z
Fire,252279,Kasabian,West Ryder Pauper Lunatic Asylum,https://i.scdn.co/image/ab67616d0000b273358f726999166b87f00e7066,2022-07-03T21:05:01.327Z
Numb,185586,Linkin Park,Meteora,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193,2022-07-03T21:00:48.662Z
Vía Láctea feat. Dorian,254195,Zoé,Colaboraciones España,https://i.scdn.co/image/ab67616d0000b27346b6152d15928119b3564dae,2022-07-03T20:57:43.277Z
Reptilectric,232288,Zoé,Reptilectric,https://i.scdn.co/image/ab67616d0000b273bf159639cb007db12ea47013,2022-07-03T20:53:28.406Z
Mentira,288066,La Ley,La Ley MTV Unplugged,https://i.scdn.co/image/ab67616d0000b27359cc72552d7a7b58af7553f5,2022-07-03T20:49:35.161Z
Suedehead - 2011 Remaster,235520,Morrissey,Viva Hate (2011 Remaster),https://i.scdn.co/image/ab67616d0000b2732342599df84b5b444a860840,2022-07-03T20:44:46.588Z
We Never Change,249400,Coldplay,Parachutes,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,2022-07-03T20:40:50.482Z
Run For Cover,222146,The Killers,Wonderful Wonderful (Deluxe),https://i.scdn.co/image/ab67616d0000b273e7664a1deaefa43d6d7b1bb2,2022-07-03T20:36:41.209Z
Cuando No Es Como Debiera Ser,238173,PXNDX,Para Ti Con Desprecio,https://i.scdn.co/image/ab67616d0000b273aa38ffc0e9d1d5b49b52ed60,2022-07-03T20:32:58.299Z
This Is War,326983,Thirty Seconds To Mars,This Is War (Deluxe),https://i.scdn.co/image/ab67616d0000b273dc71afe98ba69bee55dddf4e,2022-07-03T20:28:59.835Z
From the Inside,173933,Linkin Park,Meteora (Bonus Edition),https://i.scdn.co/image/ab67616d0000b27389a8fab8bf8cd2b77da1fd17,2022-07-03T06:44:38.826Z
Daddy,298320,Coldplay,Everyday Life,https://i.scdn.co/image/ab67616d0000b273733913465adb99353020b805,2022-07-03T06:42:48.627Z
Suburbios,259827,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-07-03T06:37:49.095Z
Electric (feat. Khalid),246327,Alina Baraz,The Color Of You,https://i.scdn.co/image/ab67616d0000b2733c054a9aaef660a1fabf87aa,2022-07-03T06:33:28.563Z
Use Somebody,230760,Kings of Leon,Only By The Night,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8,2022-07-03T06:29:21.967Z
Drifting,276920,On An On,And the Wave Has Two Sides,https://i.scdn.co/image/ab67616d0000b273a014d6e21b2b8da8b888bcc3,2022-07-03T06:25:31.275Z
Shine,306040,Collective Soul,"Hints, Allegations & Things Left Unsaid",https://i.scdn.co/image/ab67616d0000b273c786ceb2ebf85c58c7dc665f,2022-07-03T06:20:53.311Z
What You Know,191706,Two Door Cinema Club,Tourist History,https://i.scdn.co/image/ab67616d0000b2731d579563f814da8508cafad2,2022-07-03T06:15:46.908Z
Human,245373,The Killers,Day & Age (Bonus Tracks),https://i.scdn.co/image/ab67616d0000b273a43cd43ef4f3b2d5413b17f9,2022-07-03T06:12:34.672Z
Cast No Shadow - Remastered,294813,Oasis,(What's The Story) Morning Glory? [Remastered],https://i.scdn.co/image/ab67616d0000b27385e5dcc05cc216a10f141480,2022-07-03T06:08:28.717Z
Paula,260160,Zoé,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,https://i.scdn.co/image/ab67616d0000b2730b8e3472fbc48bce859650f9,2022-07-03T06:03:18.345Z
Helena,204733,My Chemical Romance,Three Cheers for Sweet Revenge,https://i.scdn.co/image/ab67616d0000b273cab7ae4868e9f9ce6bdfdf43,2022-07-03T05:58:57.566Z
A Sky Full of Stars,267866,Coldplay,Ghost Stories,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2022-07-03T05:55:32.577Z
Prey,282640,The Neighbourhood,Wiped Out!,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,2022-07-03T05:09:21.661Z
Chasing Cars,267933,Snow Patrol,Eyes Open,https://i.scdn.co/image/ab67616d0000b27315a6fad25bd729dc98799b90,2022-07-03T05:08:17.249Z
Creep,238640,Radiohead,Pablo Honey,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,2022-07-03T05:03:48.312Z
This Is War,326983,Thirty Seconds To Mars,This Is War (Deluxe),https://i.scdn.co/image/ab67616d0000b273dc71afe98ba69bee55dddf4e,2022-07-03T04:55:57.254Z
Stop Crying Your Heart Out,303133,Oasis,Heathen Chemistry,https://i.scdn.co/image/ab67616d0000b273f687135853a4488b2178d0bf,2022-07-03T04:49:40.181Z
Helena Beat,276173,Foster The People,Torches,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,2022-07-03T04:44:01.414Z
Iris,289533,The Goo Goo Dolls,Dizzy up the Girl,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,2022-07-03T04:39:23.914Z
Teach Me How To Love,202356,Shawn Mendes,Wonder,https://i.scdn.co/image/ab67616d0000b27337a5a19e52f8260b3b158e55,2022-07-03T04:34:13.753Z
Second Nature,242149,Nicholas Britell,Don't Look Up (Soundtrack from the Netflix Film),https://i.scdn.co/image/ab67616d0000b273008a3acc7683ca1f79a8876b,2022-07-03T04:30:50.437Z
The Moment I Knew (Taylor's Version),285280,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-07-03T04:26:47.601Z
i love you,291796,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2022-07-03T04:20:32.065Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-07-03T04:15:39.578Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-07-05T00:28:28.452Z
Can't Tell Me Nothing,271600,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-07-05T00:24:13.249Z
Helena Beat,276173,Foster The People,Torches,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,2022-07-05T00:19:42.127Z
Master Of Puppets,515386,Metallica,Master Of Puppets (Remastered),https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20,2022-07-05T00:15:12.055Z
The One That Got Away,227333,Katy Perry,Teenage Dream: The Complete Confection,https://i.scdn.co/image/ab67616d0000b273937af329667311f4b2831616,2022-07-05T00:00:40.828Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-07-04T23:56:53.362Z
You Belong With Me (Taylor’s Version),231124,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-07-04T23:51:51.189Z
Wildest Dreams,220440,Taylor Swift,1989,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72,2022-07-04T23:47:53.211Z
Demasiadas Mujeres,153960,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-07-04T23:44:13.596Z
Ingobernable,187053,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-07-04T23:41:26.612Z
BYE ME FUI,178000,Bad Bunny,LAS QUE NO IBAN A SALIR,https://i.scdn.co/image/ab67616d0000b273ae879683217d488c39600092,2022-07-04T23:36:54.246Z
When I Look At You,248586,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-04T23:33:50.059Z
1-800-273-8255,250173,Logic,Everybody,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,2022-07-04T23:27:51.949Z
Lord I Need You,162108,Kanye West,Donda,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,2022-07-04T23:23:40.886Z
A Sky Full of Stars,267866,Coldplay,Ghost Stories,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2022-07-04T23:16:19.956Z
Viva La Vida,242373,Coldplay,Viva La Vida or Death and All His Friends,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,2022-07-04T22:53:58.887Z
The A Team,258373,Ed Sheeran,+,https://i.scdn.co/image/ab67616d0000b273ed139c2e0e3681cc2d35e256,2022-07-04T22:49:55.194Z
Gema,222943,MIEL,ƎDÉN,https://i.scdn.co/image/ab67616d0000b273f218a44034322635d4c3f00d,2022-07-04T20:17:38.442Z
Everyday Life,258533,Coldplay,Everyday Life,https://i.scdn.co/image/ab67616d0000b273733913465adb99353020b805,2022-07-04T20:16:20.876Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-07-04T20:12:01.295Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-04T20:08:34.719Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-07-04T20:04:39.880Z
Big Me,132333,Foo Fighters,Greatest Hits,https://i.scdn.co/image/ab67616d0000b273136d7250568820409f8fdd60,2022-07-04T17:01:07.019Z
When I Look At You,248586,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-04T17:00:53.941Z
Underneath The Stars,376586,The Cure,4:13 Dream,https://i.scdn.co/image/ab67616d0000b273980589b09c55f79a4f90e227,2022-07-04T16:54:22.559Z
Easier to Run,204173,Linkin Park,Meteora (Bonus Edition),https://i.scdn.co/image/ab67616d0000b27389a8fab8bf8cd2b77da1fd17,2022-07-04T16:48:05.395Z
Viva La Vida,242373,Coldplay,Viva La Vida or Death and All His Friends,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,2022-07-04T16:12:56.245Z
Suburbios,259827,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-07-04T16:08:53.576Z
Lo jodiste,271306,Babi,Lo jodiste,https://i.scdn.co/image/ab67616d0000b2731287119d940acf01a5bbce19,2022-07-04T16:02:15.344Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-07-04T15:34:03.495Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-07-04T15:29:45.290Z
Marvins Room,347226,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,2022-07-04T15:26:18.182Z
Polygon Dust,209466,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-07-04T15:17:45.280Z
Welcome Home (Sanitarium),387146,Metallica,Master Of Puppets (Remastered),https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20,2022-07-04T15:09:47.766Z
Master Of Puppets,515386,Metallica,Master Of Puppets (Remastered),https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20,2022-07-04T15:03:20.104Z
When I Look At You,248586,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-04T14:54:12.891Z
All I Want,305746,Kodaline,In A Perfect World (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2733e42854096da9a3b1ca901c9,2022-07-04T05:54:14.383Z
The Climb,234520,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-04T05:50:48.467Z
When I Look At You,248586,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-04T05:46:37.503Z
Stop Crying Your Heart Out,303133,Oasis,Heathen Chemistry,https://i.scdn.co/image/ab67616d0000b273f687135853a4488b2178d0bf,2022-07-04T02:40:23.945Z
Iris,289533,The Goo Goo Dolls,Dizzy up the Girl,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,2022-07-04T02:35:37.449Z
You Belong With Me (Taylor’s Version),231124,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-07-04T02:30:41.753Z
Forever,202536,Labrinth,Euphoria (Original Score from the HBO Series),https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,2022-07-04T02:17:40.460Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-07-04T02:10:39.974Z
Mean,237746,Taylor Swift,Speak Now (Deluxe Package),https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,2022-07-04T02:07:39.173Z
Style,231000,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-07-04T02:02:04.047Z
Elastic Heart,257200,Sia,1000 Forms Of Fear,https://i.scdn.co/image/ab67616d0000b2735d199c9f6e6562aafa5aa357,2022-07-04T01:58:12.085Z
This Love,250093,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-07-04T01:09:15.073Z
Untouchable (Taylor’s Version),312107,Taylor Swift,Fearless (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2022-07-04T01:05:04.418Z
Nirvana,152413,Madeon,Good Faith,https://i.scdn.co/image/ab67616d0000b273dc384e6d13983fe1cd415ade,2022-07-04T00:12:59.644Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-07-05T02:33:24.319Z
Ride The Lightning - Remastered,396986,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-07-05T03:48:34.879Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-07-05T03:29:28.111Z
